province,city,name,level,price,score,comments,addr
河北,张家口,五花草甸,0,0.0,3.9,124.0,张家口市沽源县南8.7公里处（金莲川草原腹地的石头城水库和青年水库之间）
河北,张家口,水母宫,0,0.0,4.4,35.0,张家口市区西北3.5公里的卧云山下
河北,邯郸,广府古城,5,12.0,4.3,617.0,邯郸市永年区广府古城
河北,邯郸,京娘湖,4,60.0,4.5,1030.0,邯郸市武安市西北部山区的口上村北
河北,邯郸,响堂山石窟,4,44.0,4.2,194.0,响堂山石窟北区：邯郸市峰峰矿区太行西路，响堂山石窟南区：邯郸市峰峰矿区宝山街与津泉路交叉口北200米
河北,邯郸,娲皇宫,5,60.0,4.6,723.0,邯郸市涉县索堡镇娲皇宫景区
河北,邯郸,丛台公园,4,0.0,4.4,437.0,邯郸市中华大街159号
河北,邯郸,邯郸方特国色春秋,0,280.0,4.8,327.0,邯郸市中华慈大街18号
河北,邯郸,七步沟景区,4,68.0,4.6,427.0,邯郸市武安市活水乡七步沟村
河北,邯郸,太行五指山景区,4,0.0,4.7,185.0,邯郸市涉县河南店镇南庄村
河北,邯郸,东山文化博艺园,4,0.0,4.4,70.0,武安市区东郊3公里处309国道北侧
河北,邯郸,赵苑旅游区,4,0.0,4.3,44.0,邯郸市复兴区联纺路桥西200米路南
河北,邯郸,邯郸市博物馆,0,0.0,4.4,115.0,邯郸市丛台区中华北大街45号
河北,邯郸,东太行景区,0,90.0,4.4,278.0,邯郸市武安市活水乡202省道北台上村东南方向
河北,邯郸,弘济桥,0,0.0,4.5,34.0,邯郸市永年县广府城东桥村
河北,邯郸,朱山石刻,0,0.0,4.3,150.0,邯郸市永年区永合会镇吴庄村北
河北,邯郸,129师司令部旧址,0,0.0,4.6,72.0,邯郸市涉县河南点阵赤岸村
河北,邯郸,赵王城遗址,0,0.0,3.9,47.0,邯郸市南环路
河北,邯郸,黄粱梦吕仙祠,0,0.0,3.9,58.0,邯郸市黄粱梦镇黄粱梦村
河北,邯郸,元宝山,0,0.0,4.8,84.0,邯郸市峰峰矿区鼓山北街
河北,邯郸,学步桥,0,0.0,4.0,94.0,邯郸市丛台区北关街
河北,邯郸,邺城博物馆,0,0.0,4.3,45.0,邯郸市临漳县香菜营乡显王村北
河北,邯郸,朝阳沟景区,0,30.0,4.3,61.0,武安市管陶乡朝阳沟村
河北,邯郸,古武当山,0,88.0,4.3,29.0,邯郸武安市西40公里太行山深处，距邯郸市70公里
河北,邯郸,晋冀鲁豫烈士陵园,0,0.0,4.4,55.0,邯郸市陵园路中段
河北,邯郸,回车巷,0,0.0,3.8,79.0,河北省邯郸市丛台区
河北,邯郸,十六沟风景旅游区,0,40.0,4.4,36.0,邯郸市武安市活水乡活水村前行800米
河北,邯郸,滏阳公园,0,0.0,4.4,93.0,邯郸市邯山区滏河大街30号
河北,邯郸,武禹襄故居,0,70.0,4.1,22.0,邯郸市永年县广府古城迎春街西侧
河北,邯郸,康业温泉,0,130.0,4.4,87.0,邯郸市高开区世纪大街北头
河北,邯郸,磁州窑博物馆,0,0.0,4.8,26.0,河北省磁县城内磁州路中段路北
河北,邯郸,X终极密室邯郸店,0,0.0,4.7,14.0,邯郸火车站对面地一大道（丛台区康德西行300米和平路南）富一层T1A电梯口
河北,邯郸,北响堂寺,0,0.0,4.6,27.0,邯郸市峰峰矿区和村镇
河北,邯郸,磁山文化遗址,0,0.0,4.3,23.0,河北省武安县磁山村东南
河北,邯郸,冀南山底抗日地道遗址,0,37.0,4.5,25.0,邯郸市峰峰矿区义井镇山底村
河北,邯郸,长寿村,0,40.0,4.5,33.0,武安市活水乡长寿村
河北,邯郸,广府景区冰灯展,0,0.0,4.5,38.0,邯郸市永年县永年区广府太极广场
河北,邯郸,邺城三台,0,0.0,3.7,16.0,邯郸市临漳县香菜营乡马义线西(邺城遗址东250米)
河北,邯郸,武华山景区,0,0.0,4.6,14.0,武安市西北52公里的活水乡后柏坡村
河北,邯郸,邯郸冰雕荷花展,0,49.0,4.8,36.0,邯郸市永年县广府古城
河北,邯郸,舍利塔,0,0.0,4.3,33.0,河北省邯郸市武安市
河北,邯郸,龙湖公园,0,0.0,4.6,149.0,邯郸市人民路滏东大街口
河北,邯郸,天下第一龙景区,0,0.0,4.1,24.0,邯郸市三陵乡姜窑村天下第一龙
河北,邯郸,大乘玉佛寺,0,0.0,4.1,32.0,河北省邯郸市复兴区赵苑风景区南部
河北,邯郸,溢泉湖度假村,0,0.0,4.6,25.0,邯郸市磁县溢泉湖开发区
河北,邯郸,岳城水库,0,0.0,4.8,37.0,邯郸市观台镇中清流村(近磁县岳城镇)
河北,邯郸,七步沟滑雪场,0,0.0,4.7,20.0,邯郸市武安市活水乡七步沟村西
河北,保定,白石山世界地质公园,5,90.0,4.6,4169.0,保定市涞源县城南15公里处白石山景区
河北,保定,野三坡,5,65.0,4.6,662.0,保定市涞水县太行山与燕山两大山脉交汇处
河北,保定,百里峡,5,100.0,4.6,1808.0,保定市涞水县野三坡镇苟各庄村
河北,保定,狼牙山,4,70.0,4.5,1783.0,保定市易县狼牙山风景区
河北,保定,清西陵,4,70.0,4.6,755.0,保定市易县西陵镇
河北,保定,美泉世界温泉,0,98.0,4.5,276.0,保定市雄县雄州路陈台南
河北,保定,直隶总督署,4,0.0,4.4,565.0,保定市莲池区裕华西路301号(近古莲花池)
河北,保定,宋辽边关古地道,0,0.0,4.3,49.0,保定市雄县将台路159号
河北,保定,铭钏湾温泉水上乐园,0,49.0,4.7,109.0,保定市雄县旅游路加油站东南50米（温泉城旅游路温泉花园以东约500米）
河北,保定,金孔雀温泉欢乐水世界,0,0.0,4.5,51.0,保定市容城县高速路口南行500米路西
河北,保定,古莲花池,0,0.0,4.4,341.0,保定市裕华西路246号
河北,保定,满城汉墓,4,8.0,4.3,347.0,保定市满城区中山西路
河北,保定,易水湖,0,0.0,4.4,937.0,保定市易县大龙华乡金坡村易水湖景区
河北,保定,拒马河,0,0.0,4.3,72.0,保定市涞水县野三坡镇苟各庄村野三坡园区内
河北,保定,虎山风景区,4,39.9,4.4,241.0,保定市曲阳县范家庄乡虎山风景区
河北,保定,天生桥风景区,4,0.0,4.5,326.0,保定市阜平县东下关乡朱家营村
河北,保定,保定陆军军官学校,0,0.0,4.3,166.0,保定市东风东路585号军校广场西侧
河北,保定,大慈阁,0,0.0,4.3,116.0,保定市莲池区穿行楼北街57号(北国商城西侧)
河北,保定,大午温泉,0,30.0,4.7,1155.0,保定市徐水区郎五庄村大午温泉度假村
河北,保定,全胜峡景区,0,44.0,4.6,337.0,保定市唐县齐家佐乡全胜庄村
河北,保定,定州贡院,0,0.0,4.5,88.0,保定市定州市中山东路草场胡同22号
河北,保定,恋乡太行水镇,0,18.0,4.3,141.0,保定市易县安格庄乡
河北,保定,冉庄地道战遗址,0,0.0,3.9,178.0,保定市清苑区冉庄
河北,保定,十瀑峡,0,40.0,4.2,71.0,保定市涞源县距离高速路口15公里处
河北,保定,野三坡白草畔景区,0,0.0,4.5,323.0,保定市涞水县九龙镇北边桥村
河北,保定,绿溪谷乐园,0,118.0,4.4,370.0,保定市阳光北大街2121号植物园西北角
河北,保定,鱼谷洞自然风景区,0,65.0,4.2,119.0,保定市涞水县野三坡镇野三坡风景区中部
河北,保定,辽代双塔,0,0.0,4.3,45.0,保定市涿州市顿家胡同与鼓楼大街交叉口东150米
河北,保定,开元寺塔,0,0.0,4.4,151.0,保定市定州市仓门口街
河北,保定,晋察冀边区革命纪念馆,4,0.0,4.5,20.0,保定市阜平县城南庄（县城东南19公里处）
河北,保定,保定市动物园,0,10.0,4.6,509.0,保定市保定莲池区永华南大街688号
河北,保定,北岳庙,0,29.0,4.6,106.0,保定市曲阳县城内北岳路
河北,保定,泰陵,0,0.0,4.5,36.0,保定市易县西陵镇112国道附近
河北,保定,西胜沟,0,28.0,4.3,44.0,保定市唐县西胜沟
河北,保定,锦泰温泉度假村,0,98.0,4.6,285.0,保定市安新县锦泰路1号
河北,保定,拒马源头,0,0.0,4.0,59.0,保定市涞源县沙河大街东侧
河北,保定,龙门天关,0,0.0,3.7,44.0,保定市涞水县野三坡景区内
河北,保定,海森水上大世界,0,0.0,4.5,153.0,保定市新市区农业生态园内西南边
河北,保定,狼牙山滑雪场,0,105.0,4.7,249.0,保定市易县狼牙山风景区
河北,保定,乌龙沟长城,0,0.0,4.6,45.0,保定市涞源县乌龙沟村
河北,保定,留法勤工俭学运动纪念馆,0,0.0,4.2,34.0,保定市莲池区金台驿街原保定育德中学旧址
河北,保定,河北大学,0,0.0,4.7,77.0,保定市北市区五四东路180号
河北,保定,白求恩柯棣华纪念馆,0,0.0,4.6,31.0,保定市唐县城向阳北大街
河北,保定,张飞故里,0,0.0,4.0,43.0,河北省涿州市桃园区
河北,保定,狼牙山龙门湖沙滩欢乐世界,0,0.0,4.6,118.0,保定市易县西山北乡于家庄村龙门湖欢乐城
山西,平遥,平遥古城,5,22.0,4.5,8253.0,晋中市平遥县照壁南街58号
山西,平遥,城隍庙,4,0.0,4.3,275.0,晋中市平遥县城隍庙街
山西,平遥,双林寺,4,33.0,4.6,413.0,晋中市平遥县
山西,平遥,文庙,4,0.0,4.5,231.0,晋中市平遥县城隍庙街67号
山西,平遥,日升昌票号,0,125.0,4.5,689.0,晋中市平遥县西大街38号
山西,平遥,平遥古城墙,0,125.0,4.4,635.0,晋中市平遥县照壁南街58号平遥古城内
山西,平遥,镇国寺,0,23.0,4.6,134.0,晋中市平遥县
山西,平遥,同兴公镖局,0,0.0,4.3,93.0,晋中市平遥古城南大街105号
山西,平遥,清虚观,0,0.0,4.2,86.0,平遥东大街东段路北
山西,平遥,《又见平遥》,0,238.0,4.7,3281.0,晋中市平遥县顺城路154号
山西,平遥,中国镖局博物馆,0,0.0,4.3,86.0,晋中市平遥县南大街61号
山西,平遥,雷履泰故居,0,0.0,4.1,64.0,晋中市平遥县古城内书院街（近南门）
山西,平遥,蔚泰厚票号博物馆,0,0.0,4.2,73.0,平遥古城内西大街路南
山西,平遥,中国商会博物馆,0,0.0,4.0,55.0,晋中市平遥县东大街15号
山西,平遥,平遥古县衙,4,0.0,4.5,377.0,晋中市平遥古城内
山西,平遥,华北第一镖局,0,0.0,4.2,121.0,晋中市平遥县东大街24号
山西,平遥,协同庆票号(中国钱庄博物馆),4,0.0,4.5,147.0,晋中市平遥县南大街南大街市楼旁边 ‎
山西,平遥,百川通票号,3,0.0,4.3,76.0,晋中市平遥县南大街109号
山西,平遥,明清古街,0,0.0,4.2,105.0,晋中市平遥县南大街
山西,平遥,古市楼（金井楼）,0,0.0,4.4,149.0,晋中市平遥古城南街
山西,平遥,平遥大戏堂,0,0.0,4.6,42.0,平遥古城内城隍庙街
山西,平遥,汇武林武术陈列馆,2,0.0,4.1,52.0,晋中市平遥县平遥古城西大街
山西,平遥,古民居博览苑,0,0.0,4.1,57.0,晋中市平遥古城西大街18号
山西,平遥,平遥牛肉博物馆,0,0.0,4.5,47.0,晋中市平遥县平遥古城北大街附近，距离北门200米处
山西,平遥,迎薰门,0,0.0,4.6,33.0,晋中市平遥县平遥古城南门迎薰门
山西,平遥,中国珍奇报纸陈列馆,0,0.0,4.0,35.0,晋中市平遥县南大街142号
山西,平遥,清凉寺,3,0.0,4.3,9.0,晋中市平遥县卜宜乡永城村北
山西,平遥,北门城楼,0,0.0,4.5,31.0,晋中市平遥县平遥古城北门城楼
山西,平遥,蔚盛长珍藏博物馆,0,0.0,3.8,31.0,晋中市平遥县南大街13号
山西,平遥,火神庙,0,0.0,4.4,9.0,晋中市平遥县红园巷
山西,平遥,二郎庙,0,0.0,4.3,41.0,平遥北大街79号
山西,平遥,漫步古城墙,0,0.0,4.4,18.0,晋中市平遥县古城
山西,平遥,蔚盛长票号,0,0.0,4.5,15.0,平遥县城南大街13号
山西,平遥,天吉祥博物馆,0,0.0,3.9,46.0,晋中市平遥古城南大街北口路东20号
山西,平遥,慈相寺,3,0.0,3.4,9.0,晋中市平遥县城东8公里的冀郭村
山西,平遥,龙在天皮影表演,0,0.0,4.9,29.0,平遥古城北门里往东80米处（龙在天皮影戏馆）
山西,平遥,南门城楼,0,0.0,4.5,28.0,晋中市平遥县平遥古城南门
山西,平遥,苗世民藏报博物馆,0,0.0,3.9,24.0,晋中市平遥县南大街142号
山西,平遥,平遥风情区,0,0.0,4.3,24.0,山西省晋中市平遥县北大街平遥古城
山西,平遥,平遥文庙学宫,0,0.0,4.6,22.0,山西省平遥县平遥古城内
山西,平遥,古城奇幻宫,0,55.0,4.9,36.0,晋中市平遥县东大街94号
山西,平遥,马家大院,0,0.0,4.9,11.0,晋中市平遥县照壁南街58号平遥古城内
山西,平遥,文涛坊古兵器博物馆,0,0.0,4.7,4.0,古城西大街212号
山西,平遥,平遥天主教堂,0,0.0,4.5,20.0,晋中市平遥古城内上东门城隍庙街(安家巷边上)
山西,平遥,平遥古城热气球飞行体验,0,800.0,4.3,3.0,晋中市平遥县生态植物园
山西,五台山,五台山,5,135.0,4.5,3481.0,忻州市五台县台怀镇
山西,五台山,黛螺顶,0,0.0,4.7,639.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,五台山风景名胜区-菩萨顶,0,0.0,4.6,218.0,忻州市五台县五台山风景区台怀镇内(显通寺东北约500米)
山西,五台山,五爷庙,0,0.0,4.5,348.0,忻州市五台县五台山风景区
山西,五台山,显通寺,0,10.0,4.6,216.0,忻州市五台县五台山景区台怀镇内
山西,五台山,塔院寺,0,10.0,4.6,249.0,忻州市五台县五台山风景区台怀镇内
山西,五台山,南山寺,0,0.0,4.7,122.0,五台山风景区内，距离台怀镇约2公里
山西,五台山,普化寺,0,0.0,4.7,55.0,忻州市五台山台怀镇南面东山脚下
山西,五台山,罗睺寺,0,0.0,4.7,75.0,忻州市五台县五台山风景区台怀镇内（显通寺和广仁寺之间）
山西,五台山,东台顶,0,0.0,4.6,40.0,忻州市五台县五台山风景区内
山西,五台山,南台锦绣峰,0,0.0,4.4,27.0,忻州市五台县五台山风景区内
山西,五台山,南禅寺,0,0.0,4.5,44.0,忻州市五台县阳白乡李家村
山西,五台山,碧山寺,0,0.0,4.3,21.0,忻州市五台县五台山风景区内
山西,五台山,清凉寺,0,0.0,4.3,26.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,圆照寺,0,0.0,4.7,30.0,忻州市五台县五台山风景区内
山西,五台山,殊像寺,0,0.0,4.6,133.0,忻州市五台县台怀镇南面的凤林谷口
山西,五台山,佛光寺,0,0.0,4.6,76.0,忻州市五台县豆村镇佛光村（县城东北方向约30公里）
山西,五台山,镇海寺,0,0.0,4.5,55.0,忻州市台怀镇以南约5公里处
山西,五台山,龙泉寺,0,0.0,4.7,62.0,忻州市五台县五台山台怀镇东沟北的山岭下
山西,五台山,北台叶斗峰,0,0.0,4.3,39.0,忻州市五台县五台山风景区内
山西,五台山,金阁寺,0,0.0,4.4,27.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,西台挂月峰,0,0.0,4.4,28.0,忻州市五台县五台山风景区内
山西,五台山,大白塔,0,0.0,4.8,40.0,忻州市五台县五台山风景区塔院寺内
山西,五台山,万佛阁,0,0.0,4.0,38.0,忻州市五台县五台山风景区内
山西,五台山,中台翠岩峰,0,0.0,4.6,5.0,忻州市五台县五台山风景区内
山西,五台山,佛母洞,0,0.0,4.3,55.0,忻州市五台县台怀镇
山西,五台山,东台望海峰,0,0.0,4.8,24.0,忻州市繁峙县台怀镇五台山风景名胜区内
山西,五台山,狮子窝,0,0.0,4.3,13.0,五台山竹林岭（又称狮子岭）上
山西,五台山,灵鹫峰,0,0.0,4.1,10.0,忻州市五台县五台山风景区内
山西,五台山,观音洞,0,0.0,4.3,32.0,忻州市五台县五台山风景区内
山西,五台山,普寿寺,0,0.0,4.8,21.0,忻州市五台县台怀镇东庄村南端，近大白塔
山西,五台山,望海寺,0,0.0,4.3,16.0,忻州市五台县五台山风景区内东台顶
山西,五台山,《又见五台山》情境体验剧,0,0.0,4.6,482.0,忻州市五台县台怀镇五台山风景区南门（南线游客中心东100米又见五台山风铃宫）
山西,五台山,灵应寺,0,0.0,4.5,17.0,忻州市五台县五台山风景区北台上
山西,五台山,吉祥寺,0,0.0,4.2,13.0,忻州市五台县五台山风景区内
山西,五台山,广化寺,0,0.0,4.4,20.0,忻州市五台县五台山风景区内
山西,五台山,广宗寺,0,0.0,4.3,26.0,忻州市五台县五台山风景区内
山西,五台山,尊胜寺,3,0.0,3.2,27.0,忻州市五台县五台山风景区内
山西,五台山,集福寺,0,0.0,4.2,15.0,忻州市五台县五台山风景区内
山西,五台山,演教寺,0,0.0,4.2,11.0,忻州市五台县五台山风景区内中台顶
山西,五台山,梵仙山,0,0.0,4.6,19.0,忻州市五台县五台山风景区内
山西,五台山,十方堂,0,0.0,4.4,23.0,忻州市五台县五台山风景区内（罗睺寺东侧）
山西,五台山,广济寺,0,0.0,4.4,12.0,忻州市五台县五台山风景区内
山西,五台山,般若泉,0,0.0,4.4,18.0,忻州市五台县五台山风景区内
山西,五台山,文殊寺,0,0.0,4.6,19.0,忻州市五台县台怀镇清水河东岸，明清一条街北口。
山西,大同,云冈石窟,5,100.0,4.7,7726.0,大同市南郊区云冈镇
山西,大同,悬空寺,0,0.0,4.6,2750.0,大同市浑源县东南郊恒山脚下
山西,大同,恒山,4,0.0,4.3,1878.0,大同市浑源县东南郊恒山脚下
山西,大同,华严寺,4,0.0,4.7,2019.0,大同市下寺坡街459号
山西,大同,善化寺,0,0.0,4.5,230.0,大同市城区南寺街6号（近楼房巷）
山西,大同,九龙壁,0,0.0,4.2,458.0,大同市城区大东街18号九龙壁景区内
山西,大同,鼓楼,0,0.0,4.2,132.0,大同市城区大南街南段十字口
山西,大同,古城墙,0,28.0,4.6,241.0,大同市和阳内街
山西,大同,大同方特欢乐世界,4,0.0,4.5,1626.0,大同市南郊区南环路3666号
山西,大同,关帝庙,0,0.0,4.3,80.0,大同市鼓楼东街
山西,大同,大同土林,0,50.0,4.2,216.0,大同市大同县杜庄乡杜庄村
山西,大同,晋华宫国家矿山公园,4,0.0,4.3,52.0,大同市南郊区晋华宫
山西,大同,20窟,0,0.0,4.7,52.0,大同市南郊区云冈石窟景区
山西,大同,大同博物馆,0,50.0,4.6,116.0,大同市华严街下寺坡街14号
山西,大同,大同火山群,0,0.0,4.4,74.0,大同市大同县境内
山西,大同,清真大寺,0,0.0,4.3,88.0,大同市大西街九楼巷5号
山西,大同,井下探秘游,4,0.0,4.5,23.0,大同市南郊区晋华宫矿内
山西,大同,法华寺,0,0.0,4.5,101.0,大同市城区和阳街
山西,大同,龙山,0,0.0,4.5,12.0,大同市浑源县西南
山西,大同,万佛洞,0,0.0,4.7,69.0,山西省大同市云冈石窟景区
山西,大同,灵岩寺,0,0.0,4.4,33.0,大同南郊区云冈石窟景区湖心岛中央
山西,大同,1、2窟,0,0.0,4.4,35.0,山西省大同市云冈石窟景区
山西,大同,6窟,0,0.0,4.6,47.0,云冈石窟景区
山西,大同,3窟,0,0.0,4.8,28.0,山西省大同市云冈东部窟群区域的最西端
山西,大同,9窟,0,0.0,4.8,45.0,山西大同市云冈石窟景区
山西,大同,得胜堡,0,0.0,4.5,26.0,大同市城北新荣区得胜堡村
山西,大同,18窟,0,0.0,4.7,21.0,山西省大同市云冈石窟景区
山西,大同,永安寺,0,0.0,4.2,13.0,大同市浑源县城内东北
山西,大同,大同纯阳宫,0,0.0,4.2,95.0,大同市鼓楼西街纯阳宫
山西,大同,10窟,0,0.0,4.8,18.0,山西省大同市云冈石窟景区
山西,大同,鲁班窑石窟,0,0.0,4.4,27.0,大同市南郊区云冈石窟以西约2公里处的十里河西岸的山丘上
山西,大同,平城遗址,0,0.0,4.4,42.0,大同市南郊区东马路
山西,大同,观音堂,0,0.0,4.0,22.0,大同城西7.5公里的同云公路旁
山西,大同,7、8窟,0,0.0,4.7,15.0,山西省大同市城区武周山麓
山西,大同,昙曜五窟,0,0.0,4.9,20.0,山西大同云冈石窟景区
山西,大同,万人坑,0,0.0,4.7,32.0,大同市煤峪口南沟
山西,大同,白登山,2,0.0,3.9,11.0,大同市大同县城东五公里处
山西,大同,三龙壁,0,0.0,4.3,7.0,大同市城西同云公路中段的观音堂内
山西,大同,昙曜广场,0,0.0,4.3,30.0,云冈石窟入口
山西,大同,I Do梦想城儿童职业体验馆,0,0.0,4.4,51.0,大同市城区南三环美好新里程C1
山西,大同,采凉山,0,0.0,4.3,19.0,大同市阳高县长城乡堡子湾村西
山西,大同,大同御河,0,0.0,4.4,45.0,大同市
山西,大同,恒山九天宫,0,0.0,4.6,58.0,浑源县恒山九天宫
山西,大同,平型关战役遗址,0,0.0,4.3,41.0,"大同市繁峙县附近,灵丘县城西桥沟一带"
山西,大同,云林寺,0,0.0,3.9,21.0,大同市阳高县龙泉镇新华南街文物巷24号西门南侧
山西,运城,解州关帝庙,4,45.0,4.7,1057.0,运城市解州镇西关
山西,运城,永乐宫,4,0.0,4.7,348.0,运城市芮城县以北约2公里古魏镇上
山西,运城,李家大院,4,45.0,4.6,474.0,运城市万荣县阎景村
山西,运城,普救寺,4,45.0,4.4,358.0,永济市蒲州镇西厢村的塬上
山西,运城,运城盐湖,4,150.0,4.5,847.0,运城市盐湖区城南（距离池神庙3公里处）
山西,运城,神潭大峡谷,4,55.0,4.6,718.0,运城永济市永济电机厂南2公里处水峪口村
山西,运城,鹳雀楼,0,40.0,4.4,432.0,运城市永济市蒲州古城西向的黄河东岸
山西,运城,五老峰,4,0.0,4.4,274.0,永济市市区东南16公里的中条山脉
山西,运城,舜帝陵,4,0.0,4.4,65.0,运城市盐湖区北相镇西曲马村
山西,运城,蒲津渡遗址,0,38.0,4.4,274.0,运城市永济市蒲州镇西厢村
山西,运城,南风广场,0,0.0,4.6,87.0,运城河东东街
山西,运城,风陵渡,0,0.0,4.2,45.0,运城市芮城县
山西,运城,常平关帝家庙,0,0.0,4.3,41.0,运城市盐湖区解州镇常平村
山西,运城,雪花山,0,55.0,4.1,47.0,永济市东雪花山风景区
山西,运城,堆云洞,0,0.0,4.4,23.0,运城市夏县水头镇上牛村堆云洞
山西,运城,龙兴寺,0,0.0,4.3,24.0,新绛县县城北大街
山西,运城,后土祠,0,0.0,4.2,28.0,运城市万荣县荣河镇庙前村的黄河岸边
山西,运城,美天游乐园,0,0.0,4.4,36.0,运城市空港南区东花园内
山西,运城,八号公馆,0,0.0,4.0,28.0,运城市禹西路8号
山西,运城,万固寺,0,0.0,4.1,12.0,运城市永济市蒲州镇
山西,运城,历山舜王坪景区,0,0.0,4.2,41.0,运城市垣曲县历山镇
山西,运城,瑶台山,0,0.0,4.5,21.0,运城市夏县县城以东二公里的中条山前沿
山西,运城,芮城古文化遗址群,0,0.0,4.8,13.0,运城市芮城县
山西,运城,紫云寺,0,0.0,4.0,13.0,运城市绛县南樊镇沸泉村
山西,运城,宰相村,0,0.0,4.3,15.0,运城市闻喜县礼元镇裴柏村
山西,运城,圣天湖,0,45.0,4.3,47.0,运城市芮城县城东南方20公里处的陌南镇黄河之滨
山西,运城,万荣笑话博览园,0,0.0,3.8,13.0,运城市万荣县高村乡
山西,运城,大禹渡黄河风景区,0,0.0,4.1,50.0,运城市芮城县永乐北街
山西,运城,金海岸温泉商务会馆,0,0.0,4.8,12.0,运城夏县城东2.5公里的春燕山脚下（温泉路）
山西,运城,两栖爬行动物馆,0,0.0,4.3,20.0,运城市盐湖区红旗西街西花园内薰风楼
山西,运城,舜帝山,0,0.0,4.7,18.0,运城市永济市
山西,运城,运城热带风暴水上乐园,0,0.0,4.1,16.0,运城市盐湖区运解路中段杜家坡收费站南侧
山西,运城,凤城乐园,0,0.0,4.1,14.0,运城天逸公园解放北路盐湖区法院对面
山西,运城,孤峰山景区,0,25.0,4.2,10.0,运城万荣县城南8公里
山西,运城,永济海纳象牙温泉,0,0.0,4.8,20.0,运城市永济河东大道南端
山西,运城,东下冯遗址,0,0.0,5.0,5.0,运城市夏县埝掌镇东下冯村
山西,运城,司马光墓,0,0.0,4.2,9.0,运城市夏县水头镇小晁
山西,运城,九龙庙,0,0.0,4.4,22.0,运城市河津市紫金山麓
山西,运城,孤峰山滑雪场,0,19.9,4.2,5.0,山西省运城万荣县城南8公里
山西,运城,池神庙,0,0.0,3.6,25.0,运城市盐池北岸
山西,运城,绛北大峡谷,0,0.0,4.1,32.0,运城市绛县么里镇境内
山西,运城,凤翔水上乐园,0,0.0,3.8,6.0,河津市龙门大道（范家庄）凤翔路口东100米
山西,运城,架桑漂流,0,0.0,4.2,5.0,运城市夏县泗交镇架桑漂流度假村。
山西,运城,隆翔游乐园,0,0.0,3.7,13.0,运城市河津市夜市西200米台阶上(西山公园内)
山西,运城,王官峪风景区,0,0.0,4.3,10.0,运城市永济市
山西,临汾,黄河壶口瀑布风景名胜区,4,85.0,4.6,5317.0,临汾市吉县壶口镇
山西,临汾,洪洞大槐树寻根祭祖园,5,60.0,4.5,1199.0,临汾市洪洞县古槐北路公园街002号
山西,临汾,尧庙,4,35.0,4.2,482.0,临汾市尧都区尧庙村
山西,临汾,云丘山景区,4,70.0,4.4,405.0,临汾乡宁县关王庙乡大河村、坂儿上村境内
山西,临汾,华门,4,35.0,4.3,273.0,临汾市南4公里处（尧庙广场的西面）
山西,临汾,广胜寺,0,0.0,4.5,285.0,临汾市洪洞县广胜寺镇
山西,临汾,苏三监狱,0,36.0,3.8,216.0,临汾市洪洞县
山西,临汾,古县牡丹文化旅游区,4,10.0,4.3,32.0,临汾市古县西南20公里的石壁乡三合村
山西,临汾,霍州署,0,0.0,4.4,137.0,临汾市霍州鼓楼
山西,临汾,飞虹塔,0,0.0,4.7,46.0,临汾市洪洞县544县道
山西,临汾,平阳鼓楼,0,0.0,4.4,118.0,山西省临汾市尧都区鼓楼东大街与鼓楼北大街交叉口旁
山西,临汾,丁村民俗博物馆,0,21.0,4.3,46.0,临汾市襄汾县丁村
山西,临汾,雁塔,0,0.0,4.9,12.0,临汾霍州市城关镇南坛村东南一山丘上
山西,临汾,小西天,0,0.0,4.4,71.0,临汾市隰县城西北1公里凤凰山
山西,临汾,古城公园,0,0.0,4.6,65.0,临汾市尧都区古城街
山西,临汾,东岳庙,0,28.0,4.5,36.0,临汾市蒲县城东2公里柏山之巅
山西,临汾,晋国博物馆,0,0.0,4.7,84.0,临汾市曲沃县曲村镇晋国博物馆
山西,临汾,龙澍峪旅游风景区,0,0.0,4.5,39.0,临汾市襄汾县黄崖村
山西,临汾,大云寺,0,0.0,4.0,37.0,临汾市尧都区山西师范大学北1门口
山西,临汾,金盛温泉,0,0.0,4.6,33.0,临汾市侯马市北环路御泽园温泉游泳馆北侧
山西,临汾,尧陵,0,0.0,4.7,11.0,临汾市尧都区
山西,临汾,姑射山,0,0.0,4.3,14.0,临汾市尧都区金殿镇姑射村
山西,临汾,霍州古楼,0,0.0,4.0,37.0,霍县城内中心
山西,临汾,丁村遗址,0,0.0,4.1,12.0,临汾市襄汾县县城以南约4公里
山西,临汾,临汾博物馆,0,0.0,4.5,17.0,山西省临汾市尧都区行知路
山西,临汾,云丘山冰洞群,0,0.0,4.3,22.0,临汾乡宁县关王庙乡大河村
山西,临汾,临汾钓鱼谷冰雪乐园,0,0.0,4.2,9.0,临汾市尧都区贾得镇西亢村（尧都驾校往南500米路东）
山西,临汾,仙洞沟风景名胜区,0,35.0,4.3,7.0,临汾市尧都区城西25公里
山西,临汾,师家大院,0,0.0,4.7,19.0,临汾市汾西县城东南5公里的僧念镇师家沟村
山西,临汾,九龙山滑雪场,0,0.0,4.3,14.0,临汾市尧都区西环与北环交汇处（大唐热电往西2公里）九龙山森林公园内
山西,临汾,山西师范大学,0,0.0,4.9,36.0,临汾市尧都区贡院街一号
